Id,Category,Subcategory,Furnishing,Neighborhood quality,Garage,Tenure,Unit Feature 1,Unit Feature 2,Unit Feature 3,Features,Area (sq. ft),Gym,Swimming pool,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Latitude,Longitude,Remarks
515,House,Loft,Partial Furnished,3,TRUE,Leasehold,Water heater,Jacuzzi,Jacuzzi,,1063,TRUE,FALSE,1,1,2,2021,Urban,Fair,No,572485,3.0731,100.753,
516,House,Villa,Partial Furnished,1,FALSE,Leasehold,Dishwasher,Water heater,Bathtub,,5729,TRUE,FALSE,3,4,1,2014,Suburban,Good,Yes,697735,3.3649,101.845,
517,House,Duplex,Unfurnished,10,FALSE,Leasehold,Intercom,City View,Bathtub,,1853,TRUE,FALSE,1,3,3,2020,Suburban,Good,No,635765,3.1943,101.611,
518,House,Duplex,Fully Furnished,1,FALSE,Freehold,City View,Living Room Furniture,Dining Room Furniture,,1200,TRUE,FALSE,4,2,2,2020,Suburban,Excellent,No,574532,2.7729,101.448,
519,House,Villa,Fully Furnished,4,FALSE,Leasehold,Dishwasher,Water heater,Dishwasher,,4808,FALSE,TRUE,3,2,2,2022,Rural,Good,Yes,915885,2.6826,101.522,
520,House,Penthouse,Unfurnished,7,TRUE,Leasehold,City View,Dryer,Water heater,,4834,TRUE,FALSE,4,2,2,2022,Suburban,Good,No,500953,3.7832,101.887,
521,House,Semi-Detached House,Fully Furnished,10,TRUE,Freehold,Bathtub,Air-conditioning,Dryer,,2283,FALSE,TRUE,4,3,2,2014,Urban,Fair,Yes,227561,3.2926,101.751,
522,House,Semi-Detached House,Fully Furnished,6,TRUE,Freehold,Water heater,Dining Room Furniture,Water heater,,2470,TRUE,FALSE,2,1,3,2010,Downtown,Poor,Yes,964394,2.6477,101.469,
523,House,Apartment,Unfurnished,9,FALSE,Freehold,City View,Park/Greenery View,Park/Greenery View,,622,FALSE,TRUE,1,2,1,2014,Suburban,Fair,Yes,907735,3.4616,101.43,
524,House,Condominium,Unfurnished,4,TRUE,Freehold,Water heater,Dining Room Furniture,Oven/Micowave,,2433,TRUE,FALSE,5,3,2,2017,Urban,Poor,Yes,340534,3.4056,100.759,
525,House,Apartment,Partial Furnished,6,TRUE,Freehold,Dryer,Park/Greenery View,Jacuzzi,,977,TRUE,FALSE,1,1,3,2016,Suburban,Fair,No,584535,2.7574,101.712,
526,House,Detached House,Partial Furnished,1,FALSE,Freehold,City View,Intercom,Bathtub,,2547,FALSE,TRUE,5,4,2,2010,Downtown,Excellent,Yes,250123,3.0813,101.72,
527,House,Condominium,Unfurnished,2,TRUE,Leasehold,Bathtub,City View,Air-conditioning,,1683,TRUE,FALSE,1,2,1,2018,Urban,Good,No,765079,2.8659,101.977,
528,House,Semi-Detached House,Fully Furnished,6,TRUE,Leasehold,Dishwasher,Oven/Micowave,Park/Greenery View,,1034,TRUE,FALSE,4,1,2,2010,Urban,Poor,No,477894,2.532,101.762,
529,House,Terraced House/Townhouse,Unfurnished,10,FALSE,Freehold,Intercom,Oven/Micowave,Living Room Furniture,,1615,TRUE,FALSE,3,2,3,2023,Downtown,Excellent,No,531018,3.0541,101.638,
530,House,Condominium,Unfurnished,6,FALSE,Leasehold,Dishwasher,Park/Greenery View,Intercom,,2286,TRUE,FALSE,3,2,1,2023,Urban,Good,Yes,257358,2.5212,100.736,
531,House,Apartment,Partial Furnished,4,TRUE,Freehold,Water heater,Dryer,Balcony,,724,FALSE,TRUE,2,2,3,2015,Downtown,Good,No,866015,3.0299,101.057,
532,House,Semi-Detached House,Unfurnished,9,FALSE,Leasehold,Jacuzzi,Jacuzzi,Bathtub,,1092,FALSE,TRUE,5,1,1,2011,Urban,Good,Yes,566456,3.6205,101.831,
533,House,Detached House,Unfurnished,2,TRUE,Leasehold,Air-conditioning,Oven/Micowave,Dining Room Furniture,,1563,FALSE,TRUE,5,3,1,2017,Urban,Fair,No,189148,2.5295,101.91,
534,House,Villa,Unfurnished,3,TRUE,Freehold,Jacuzzi,Jacuzzi,Dryer,,3301,TRUE,FALSE,5,1,1,2019,Downtown,Excellent,Yes,985510,3.5893,101.756,
535,House,Detached House,Partial Furnished,7,TRUE,Leasehold,Air-conditioning,Dryer,Oven/Micowave,,3257,FALSE,TRUE,4,2,2,2017,Downtown,Excellent,Yes,196123,2.8866,101.528,
536,House,Duplex,Unfurnished,3,FALSE,Freehold,Living Room Furniture,Jacuzzi,Jacuzzi,,2120,TRUE,FALSE,5,1,3,2021,Urban,Good,Yes,447530,3.5838,100.866,
537,House,Loft,Partial Furnished,3,FALSE,Freehold,Jacuzzi,Dryer,Oven/Micowave,,1383,TRUE,FALSE,3,4,3,2020,Urban,Poor,Yes,602958,3.5909,101.283,
538,House,Studio,Unfurnished,6,FALSE,Freehold,Jacuzzi,Water heater,Dryer,,309,FALSE,TRUE,4,3,3,2018,Downtown,Excellent,No,543973,2.747,100.709,
539,House,Villa,Fully Furnished,3,TRUE,Leasehold,Oven/Micowave,Dishwasher,Living Room Furniture,,5902,TRUE,FALSE,1,1,1,2011,Rural,Fair,No,961352,3.6083,101.484,
540,House,Bungalow,Unfurnished,5,FALSE,Freehold,Water heater,Water heater,Dishwasher,,2639,FALSE,TRUE,5,4,2,2021,Downtown,Poor,Yes,60236,3.6766,101.976,
541,House,Semi-Detached House,Partial Furnished,6,TRUE,Leasehold,Dryer,Dining Room Furniture,Intercom,,1898,FALSE,TRUE,5,3,1,2021,Urban,Poor,No,85568,2.6687,101.677,
542,House,Studio,Fully Furnished,10,TRUE,Leasehold,Dishwasher,Dining Room Furniture,Bathtub,,574,FALSE,TRUE,1,4,3,2016,Urban,Poor,Yes,681615,2.9816,101.246,
543,House,Condominium,Partial Furnished,2,FALSE,Freehold,Balcony,Living Room Furniture,Intercom,,2245,TRUE,FALSE,5,3,2,2021,Urban,Poor,Yes,305745,3.5092,101.123,
544,House,Condominium,Partial Furnished,2,TRUE,Freehold,Air-conditioning,Jacuzzi,Air-conditioning,,1797,FALSE,TRUE,1,1,2,2012,Downtown,Excellent,No,422332,2.9144,101.36,
545,House,Bungalow,Unfurnished,5,FALSE,Leasehold,Intercom,Balcony,Dining Room Furniture,,3485,FALSE,TRUE,4,4,2,2014,Urban,Good,Yes,535119,2.9649,100.823,
546,House,Bungalow,Unfurnished,6,TRUE,Freehold,Bathtub,Dining Room Furniture,Air-conditioning,,3678,TRUE,FALSE,3,2,3,2018,Rural,Poor,Yes,328496,3.5848,100.866,
547,House,Duplex,Partial Furnished,4,TRUE,Leasehold,Dishwasher,Bathtub,Dishwasher,,1767,FALSE,TRUE,1,4,2,2014,Suburban,Fair,Yes,700009,2.5789,101.696,
548,House,Villa,Partial Furnished,2,FALSE,Freehold,Dishwasher,City View,Dryer,,3697,FALSE,TRUE,2,3,2,2015,Rural,Fair,Yes,309291,3.4317,101.881,
549,House,Condominium,Partial Furnished,3,FALSE,Freehold,Dishwasher,City View,Living Room Furniture,,2467,FALSE,TRUE,1,1,1,2015,Downtown,Good,Yes,488866,3.2518,101.392,
550,House,Detached House,Fully Furnished,6,TRUE,Freehold,Water heater,Living Room Furniture,Jacuzzi,,2158,FALSE,TRUE,5,3,1,2022,Urban,Excellent,No,453562,3.1252,101.564,
551,House,Semi-Detached House,Unfurnished,5,FALSE,Leasehold,Oven/Micowave,Park/Greenery View,Balcony,,1746,TRUE,FALSE,4,4,2,2023,Downtown,Good,No,730516,3.156,101.07,
552,House,Studio,Fully Furnished,7,FALSE,Leasehold,Water heater,Jacuzzi,City View,,385,FALSE,TRUE,4,4,2,2014,Suburban,Poor,No,105904,3.433,101.942,
553,House,Semi-Detached House,Partial Furnished,10,TRUE,Leasehold,Intercom,Dishwasher,City View,,2446,TRUE,FALSE,1,2,1,2013,Downtown,Excellent,Yes,981539,3.5465,101.778,
554,House,Studio,Partial Furnished,10,TRUE,Freehold,Jacuzzi,Living Room Furniture,Oven/Micowave,,513,TRUE,FALSE,3,1,1,2024,Urban,Excellent,Yes,958573,2.6798,101.204,
555,House,Apartment,Partial Furnished,4,TRUE,Leasehold,Jacuzzi,Living Room Furniture,Jacuzzi,,996,TRUE,FALSE,2,1,1,2013,Suburban,Poor,Yes,328252,3.3052,101.761,
556,House,Loft,Fully Furnished,4,FALSE,Leasehold,Dryer,Jacuzzi,Dryer,,1078,TRUE,FALSE,4,4,3,2023,Suburban,Fair,Yes,572247,3.2777,101.421,
557,House,Penthouse,Fully Furnished,1,TRUE,Leasehold,Dining Room Furniture,Dryer,Bathtub,,2997,FALSE,TRUE,5,1,3,2017,Urban,Poor,Yes,839285,3.6831,101.268,
558,House,Studio,Unfurnished,6,TRUE,Freehold,Jacuzzi,Air-conditioning,Jacuzzi,,548,FALSE,TRUE,5,2,1,2011,Urban,Good,Yes,396300,3.5164,101.629,
559,House,Villa,Fully Furnished,3,FALSE,Leasehold,Dryer,Dryer,Living Room Furniture,,5842,FALSE,TRUE,3,3,2,2017,Urban,Poor,No,316320,2.9446,101.034,
560,House,Condominium,Partial Furnished,10,FALSE,Freehold,Dishwasher,Dryer,Water heater,,1644,TRUE,FALSE,4,1,1,2016,Downtown,Fair,Yes,674747,3.3445,101.307,
561,House,Bungalow,Unfurnished,10,FALSE,Freehold,Water heater,Dishwasher,City View,,3388,FALSE,TRUE,1,4,3,2022,Rural,Poor,No,469136,2.705,101.678,
562,House,Semi-Detached House,Partial Furnished,10,FALSE,Leasehold,Dining Room Furniture,Living Room Furniture,Air-conditioning,,1007,TRUE,FALSE,5,3,2,2019,Downtown,Good,Yes,235922,2.6328,101.616,
563,House,Bungalow,Partial Furnished,1,TRUE,Leasehold,Bathtub,Intercom,Oven/Micowave,,3054,FALSE,TRUE,3,3,3,2019,Downtown,Good,No,187901,2.7722,100.999,
564,House,Condominium,Fully Furnished,6,FALSE,Freehold,Park/Greenery View,Bathtub,Jacuzzi,,1811,FALSE,TRUE,4,2,2,2018,Rural,Fair,Yes,173225,2.9627,101.827,
565,House,Condominium,Fully Furnished,9,TRUE,Leasehold,Jacuzzi,Dining Room Furniture,Air-conditioning,,1740,TRUE,FALSE,4,4,3,2021,Urban,Good,No,543406,3.5413,101.42,
566,House,Condominium,Unfurnished,3,FALSE,Freehold,Dryer,Dryer,Air-conditioning,,2299,FALSE,TRUE,4,1,2,2014,Urban,Good,No,810135,3.7103,101.68,
567,House,Studio,Unfurnished,6,FALSE,Freehold,Bathtub,Living Room Furniture,Air-conditioning,,493,TRUE,FALSE,4,4,2,2015,Rural,Poor,Yes,271738,3.541,100.842,
568,House,Condominium,Fully Furnished,3,FALSE,Freehold,Dishwasher,Dryer,Dishwasher,,2368,FALSE,TRUE,4,3,2,2014,Rural,Excellent,Yes,954890,2.8848,101.553,
569,House,Condominium,Unfurnished,3,FALSE,Freehold,City View,Park/Greenery View,Air-conditioning,,2256,TRUE,FALSE,5,4,2,2017,Downtown,Good,No,685181,3.2557,101.267,
570,House,Loft,Partial Furnished,7,TRUE,Leasehold,Water heater,Balcony,Air-conditioning,,1580,TRUE,FALSE,3,1,3,2013,Suburban,Good,Yes,910359,2.5687,101.357,
571,House,Apartment,Unfurnished,5,FALSE,Freehold,Air-conditioning,Bathtub,Living Room Furniture,,875,FALSE,TRUE,4,1,3,2020,Rural,Fair,Yes,528076,3.059,101.328,
572,House,Villa,Unfurnished,6,TRUE,Freehold,City View,Dryer,Living Room Furniture,,3728,TRUE,FALSE,2,2,2,2016,Downtown,Fair,Yes,954610,3.5412,101.76,
573,House,Studio,Fully Furnished,1,TRUE,Leasehold,Dining Room Furniture,Bathtub,Dining Room Furniture,,360,TRUE,FALSE,2,1,2,2018,Suburban,Poor,No,292726,3.0921,101.576,
574,House,Semi-Detached House,Unfurnished,2,FALSE,Freehold,Dining Room Furniture,Intercom,Water heater,,1629,FALSE,TRUE,3,1,3,2013,Urban,Poor,Yes,352811,2.8607,101.041,
575,House,Penthouse,Partial Furnished,4,FALSE,Leasehold,Dryer,Water heater,Dryer,,4506,TRUE,FALSE,1,4,2,2014,Urban,Good,No,771202,3.3035,101.717,
576,House,Detached House,Unfurnished,3,TRUE,Leasehold,Living Room Furniture,Oven/Micowave,Air-conditioning,,2402,FALSE,TRUE,1,4,2,2016,Downtown,Excellent,No,479059,3.7682,101.164,
577,House,Apartment,Unfurnished,2,FALSE,Leasehold,Air-conditioning,City View,Bathtub,,662,TRUE,FALSE,1,3,2,2023,Downtown,Excellent,Yes,756168,2.7829,100.705,
578,House,Apartment,Unfurnished,2,FALSE,Freehold,Dryer,Dryer,Air-conditioning,,779,FALSE,TRUE,2,2,1,2013,Rural,Poor,No,473759,2.7437,100.904,
579,House,Apartment,Unfurnished,2,TRUE,Leasehold,Balcony,Park/Greenery View,Dining Room Furniture,,1139,TRUE,FALSE,1,4,2,2021,Urban,Fair,Yes,515996,3.4654,101.177,
580,House,Terraced House/Townhouse,Unfurnished,7,TRUE,Freehold,Living Room Furniture,Air-conditioning,Living Room Furniture,,1529,TRUE,FALSE,5,1,1,2017,Downtown,Good,Yes,56611,3.1503,101.824,
581,House,Loft,Partial Furnished,1,TRUE,Freehold,Water heater,Intercom,Air-conditioning,,888,FALSE,TRUE,4,3,2,2012,Urban,Good,No,400386,2.6582,101.454,
582,House,Duplex,Fully Furnished,1,TRUE,Leasehold,Oven/Micowave,Jacuzzi,Bathtub,,1497,FALSE,TRUE,2,4,3,2011,Urban,Excellent,No,921044,2.8166,100.786,
583,House,Condominium,Unfurnished,9,TRUE,Freehold,Living Room Furniture,Park/Greenery View,City View,,1642,TRUE,FALSE,3,2,1,2017,Rural,Poor,No,883334,3.2335,101.377,
584,House,Penthouse,Unfurnished,2,TRUE,Leasehold,Bathtub,Intercom,Living Room Furniture,,4009,FALSE,TRUE,3,2,1,2013,Suburban,Excellent,No,821812,2.7001,101.206,
585,House,Loft,Fully Furnished,6,TRUE,Leasehold,Jacuzzi,Balcony,Balcony,,1350,TRUE,FALSE,4,3,2,2023,Rural,Excellent,No,345187,3.2775,101.503,
586,House,Penthouse,Fully Furnished,5,FALSE,Leasehold,Balcony,Dishwasher,Bathtub,,2406,FALSE,TRUE,2,3,2,2020,Downtown,Poor,Yes,186343,2.5174,101.884,
587,House,Duplex,Fully Furnished,8,TRUE,Freehold,Oven/Micowave,Oven/Micowave,Dining Room Furniture,,1359,TRUE,FALSE,1,3,1,2023,Rural,Fair,No,909299,2.829,101.615,
588,House,Studio,Partial Furnished,4,FALSE,Freehold,City View,Air-conditioning,Living Room Furniture,,325,FALSE,TRUE,1,3,3,2017,Rural,Good,Yes,389233,3.1335,101.647,
589,House,Penthouse,Partial Furnished,3,FALSE,Leasehold,Intercom,Bathtub,Bathtub,,3295,FALSE,TRUE,5,3,3,2022,Urban,Fair,Yes,895177,2.8571,100.832,
590,House,Semi-Detached House,Unfurnished,9,FALSE,Leasehold,Intercom,City View,Intercom,,1855,FALSE,TRUE,5,1,2,2017,Rural,Poor,No,540092,3.1685,101.697,
591,House,Penthouse,Partial Furnished,5,TRUE,Freehold,Bathtub,Oven/Micowave,City View,,4785,TRUE,FALSE,1,1,3,2011,Downtown,Poor,No,240191,3.5002,101.805,
592,House,Penthouse,Unfurnished,7,TRUE,Freehold,Living Room Furniture,Dining Room Furniture,Intercom,,3050,FALSE,TRUE,3,4,3,2018,Suburban,Good,No,716933,3.7784,101.622,
593,House,Terraced House/Townhouse,Unfurnished,10,TRUE,Freehold,Bathtub,Oven/Micowave,Dining Room Furniture,,1446,FALSE,TRUE,3,2,2,2011,Rural,Fair,No,726769,3.0677,101.622,
594,House,Detached House,Partial Furnished,1,TRUE,Freehold,Oven/Micowave,Water heater,Water heater,,2560,TRUE,FALSE,5,1,3,2016,Rural,Good,No,922402,3.669,101.017,
595,House,Penthouse,Partial Furnished,1,FALSE,Freehold,City View,Balcony,Water heater,,3056,TRUE,FALSE,4,1,2,2024,Suburban,Excellent,Yes,336608,2.7504,100.828,
596,House,Condominium,Fully Furnished,8,TRUE,Leasehold,Balcony,City View,Park/Greenery View,,1818,FALSE,TRUE,1,1,1,2014,Downtown,Excellent,Yes,299220,3.7479,100.766,
597,House,Apartment,Partial Furnished,8,FALSE,Leasehold,City View,Dishwasher,Living Room Furniture,,1131,FALSE,TRUE,5,4,2,2022,Downtown,Excellent,Yes,486056,3.6415,100.906,
598,House,Villa,Fully Furnished,10,FALSE,Leasehold,Oven/Micowave,Air-conditioning,Dishwasher,,4647,TRUE,FALSE,5,3,1,2014,Rural,Fair,No,692811,2.8774,100.854,
599,House,Loft,Unfurnished,2,FALSE,Freehold,Dining Room Furniture,Intercom,Dryer,,1385,TRUE,FALSE,1,4,1,2017,Urban,Excellent,No,594950,3.6088,101.124,
600,House,Villa,Fully Furnished,3,TRUE,Freehold,Jacuzzi,Jacuzzi,Jacuzzi,,3716,TRUE,FALSE,1,2,3,2012,Rural,Good,Yes,854660,3.4756,101.656,
601,House,Villa,Fully Furnished,3,FALSE,Leasehold,Balcony,Air-conditioning,Air-conditioning,,3853,FALSE,TRUE,3,2,3,2024,Suburban,Fair,No,635009,2.9061,101.918,
602,House,Loft,Unfurnished,10,TRUE,Freehold,Air-conditioning,Park/Greenery View,Intercom,,933,TRUE,FALSE,4,2,3,2010,Suburban,Good,No,712746,2.5969,100.861,
603,House,Penthouse,Unfurnished,9,FALSE,Freehold,Air-conditioning,Water heater,Living Room Furniture,,4291,TRUE,FALSE,4,2,2,2014,Suburban,Poor,No,843294,2.6473,100.791,
604,House,Penthouse,Fully Furnished,9,TRUE,Freehold,Balcony,Living Room Furniture,Water heater,,2586,TRUE,FALSE,1,1,3,2023,Rural,Fair,Yes,614396,3.1275,101.856,
605,House,Bungalow,Unfurnished,3,TRUE,Freehold,Living Room Furniture,Dryer,Bathtub,,3183,FALSE,TRUE,2,1,1,2020,Rural,Good,No,141788,2.9693,100.787,
606,House,Apartment,Unfurnished,8,TRUE,Leasehold,Park/Greenery View,Dryer,Bathtub,,961,TRUE,FALSE,5,4,3,2024,Downtown,Good,Yes,518239,3.0741,101.623,
607,House,Villa,Partial Furnished,9,FALSE,Leasehold,Dishwasher,Dining Room Furniture,Balcony,,5472,FALSE,TRUE,5,3,3,2017,Urban,Fair,No,294437,3.517,101.351,
608,House,Condominium,Fully Furnished,9,TRUE,Freehold,Dishwasher,Oven/Micowave,Jacuzzi,,1814,TRUE,FALSE,1,2,2,2022,Rural,Poor,No,811299,2.561,101.45,
609,House,Studio,Unfurnished,6,TRUE,Freehold,Dryer,Balcony,Oven/Micowave,,563,TRUE,FALSE,2,4,2,2013,Downtown,Fair,Yes,916572,3.7728,101.983,
610,House,Penthouse,Partial Furnished,8,FALSE,Leasehold,Oven/Micowave,Park/Greenery View,Water heater,,1738,FALSE,TRUE,3,1,1,2010,Rural,Excellent,No,732561,2.5564,101.326,
611,House,Condominium,Unfurnished,4,FALSE,Freehold,City View,City View,Bathtub,,2197,TRUE,FALSE,1,1,2,2018,Downtown,Excellent,No,905010,3.5703,100.807,
612,House,Villa,Partial Furnished,7,FALSE,Freehold,Dryer,City View,Oven/Micowave,,3338,FALSE,TRUE,1,3,3,2014,Downtown,Poor,No,99966,2.9498,101.917,
613,House,Loft,Partial Furnished,4,FALSE,Leasehold,Dishwasher,Dishwasher,Water heater,,1400,TRUE,FALSE,5,3,2,2011,Urban,Good,Yes,235846,2.5446,101.666,
614,House,Duplex,Partial Furnished,9,FALSE,Freehold,City View,Air-conditioning,Jacuzzi,,2482,FALSE,TRUE,1,3,1,2022,Rural,Good,No,322530,3.5932,101.792,
615,House,Duplex,Fully Furnished,9,TRUE,Leasehold,Dryer,Bathtub,Jacuzzi,,1287,TRUE,FALSE,1,4,3,2015,Downtown,Good,No,651516,3.7035,101.831,
616,House,Semi-Detached House,Fully Furnished,8,FALSE,Freehold,Living Room Furniture,Dining Room Furniture,Air-conditioning,,1446,TRUE,FALSE,1,1,1,2014,Suburban,Fair,No,196297,2.8143,101.232,
617,House,Terraced House/Townhouse,Unfurnished,2,TRUE,Leasehold,Jacuzzi,City View,Park/Greenery View,,1138,TRUE,FALSE,5,1,2,2021,Suburban,Fair,No,459909,2.5152,101.181,
618,House,Bungalow,Partial Furnished,8,FALSE,Leasehold,Dishwasher,Dishwasher,Air-conditioning,,3296,TRUE,FALSE,3,3,2,2019,Suburban,Poor,No,384341,3.0887,101.624,
619,House,Condominium,Fully Furnished,9,TRUE,Freehold,Jacuzzi,City View,Oven/Micowave,,2483,TRUE,FALSE,3,2,1,2023,Urban,Excellent,Yes,93021,2.6775,101.051,
620,House,Terraced House/Townhouse,Partial Furnished,1,FALSE,Freehold,Jacuzzi,Park/Greenery View,Oven/Micowave,,1104,TRUE,FALSE,1,3,3,2010,Downtown,Good,Yes,431059,2.9086,101.337,
621,House,Villa,Partial Furnished,8,TRUE,Leasehold,Dishwasher,City View,Bathtub,,4609,FALSE,TRUE,5,4,2,2016,Urban,Excellent,No,199333,2.895,101.157,
622,House,Terraced House/Townhouse,Fully Furnished,9,FALSE,Leasehold,Air-conditioning,Air-conditioning,City View,,1830,FALSE,TRUE,3,3,2,2017,Rural,Fair,No,470594,2.8378,101.817,
623,House,Duplex,Unfurnished,8,FALSE,Freehold,Jacuzzi,Park/Greenery View,Oven/Micowave,,1653,FALSE,TRUE,3,3,3,2016,Rural,Fair,Yes,953606,3.3572,101.095,
624,House,Duplex,Partial Furnished,6,TRUE,Freehold,Dishwasher,Jacuzzi,Intercom,,1912,FALSE,TRUE,3,4,2,2013,Downtown,Fair,No,826934,3.2438,101.117,
625,House,Studio,Fully Furnished,5,TRUE,Freehold,Intercom,Dishwasher,Jacuzzi,,583,TRUE,FALSE,5,3,1,2012,Suburban,Excellent,No,136755,3.7752,101.19,
626,House,Terraced House/Townhouse,Partial Furnished,2,FALSE,Freehold,Water heater,City View,Jacuzzi,,1246,TRUE,FALSE,5,1,2,2015,Downtown,Poor,No,979441,3.1748,100.846,
627,House,Semi-Detached House,Unfurnished,4,TRUE,Leasehold,Dishwasher,Oven/Micowave,Air-conditioning,,1009,FALSE,TRUE,1,2,2,2021,Downtown,Poor,No,116330,2.9106,100.9,
628,House,Bungalow,Unfurnished,8,FALSE,Leasehold,Air-conditioning,Park/Greenery View,Dishwasher,,2237,FALSE,TRUE,4,3,3,2022,Downtown,Fair,No,752726,2.8927,101.815,
629,House,Penthouse,Partial Furnished,3,TRUE,Freehold,Dryer,Jacuzzi,Air-conditioning,,3739,FALSE,TRUE,3,4,1,2017,Urban,Good,No,908754,2.6999,101.626,
630,House,Detached House,Unfurnished,8,FALSE,Freehold,Balcony,Balcony,Dryer,,3070,FALSE,TRUE,4,2,3,2022,Rural,Excellent,No,938750,3.5573,101.36,
631,House,Penthouse,Partial Furnished,3,TRUE,Leasehold,Jacuzzi,Balcony,Water heater,,2796,TRUE,FALSE,5,4,2,2016,Downtown,Fair,No,619601,2.7227,100.723,
632,House,Duplex,Fully Furnished,6,FALSE,Leasehold,Jacuzzi,Balcony,City View,,2385,FALSE,TRUE,5,2,2,2023,Downtown,Excellent,Yes,284729,3.1249,101.601,
633,House,Bungalow,Partial Furnished,10,TRUE,Leasehold,Living Room Furniture,Dining Room Furniture,Air-conditioning,,2360,TRUE,FALSE,5,2,3,2013,Downtown,Excellent,Yes,807071,3.5692,100.884,
634,House,Loft,Partial Furnished,5,FALSE,Freehold,Water heater,City View,Water heater,,1193,FALSE,TRUE,4,3,3,2011,Urban,Poor,No,339176,3.5823,101.12,
635,House,Studio,Fully Furnished,4,TRUE,Leasehold,Oven/Micowave,Balcony,Park/Greenery View,,358,FALSE,TRUE,5,1,3,2013,Urban,Fair,No,535179,2.5666,101.468,
636,House,Terraced House/Townhouse,Fully Furnished,7,FALSE,Freehold,Dryer,Bathtub,Jacuzzi,,1487,TRUE,FALSE,1,3,1,2012,Urban,Poor,No,198430,3.483,101.883,
637,House,Loft,Partial Furnished,9,FALSE,Freehold,Dining Room Furniture,Bathtub,Air-conditioning,,1875,FALSE,TRUE,5,4,2,2013,Downtown,Fair,No,898142,3.4528,100.731,
638,House,Apartment,Unfurnished,7,TRUE,Freehold,Jacuzzi,City View,Air-conditioning,,790,FALSE,TRUE,2,4,3,2019,Suburban,Excellent,Yes,407470,3.0959,101.807,
639,House,Penthouse,Unfurnished,3,FALSE,Leasehold,Dining Room Furniture,Intercom,Dishwasher,,1558,TRUE,FALSE,4,2,2,2010,Suburban,Poor,Yes,398301,3.42,101.686,
640,House,Semi-Detached House,Fully Furnished,3,TRUE,Leasehold,Dishwasher,Dining Room Furniture,Park/Greenery View,,2420,FALSE,TRUE,2,2,1,2018,Suburban,Excellent,Yes,492037,2.601,101.524,
641,House,Condominium,Unfurnished,10,TRUE,Freehold,Dining Room Furniture,Intercom,Intercom,,2246,TRUE,FALSE,5,1,1,2015,Rural,Fair,Yes,78365,3.6928,101.808,
642,House,Detached House,Partial Furnished,1,FALSE,Leasehold,Bathtub,Jacuzzi,Dryer,,3285,TRUE,FALSE,1,3,1,2017,Downtown,Good,No,325333,3.1869,100.704,
643,House,Apartment,Fully Furnished,5,TRUE,Freehold,Intercom,Dryer,Dryer,,991,FALSE,TRUE,3,4,1,2024,Suburban,Poor,No,519965,3.2424,101.723,
644,House,Penthouse,Unfurnished,1,FALSE,Leasehold,Living Room Furniture,Park/Greenery View,Jacuzzi,,1689,FALSE,TRUE,5,2,2,2017,Suburban,Poor,No,581536,2.6888,101.003,
645,House,Duplex,Unfurnished,1,FALSE,Leasehold,Living Room Furniture,Intercom,Living Room Furniture,,2406,FALSE,TRUE,1,1,1,2012,Suburban,Excellent,Yes,54369,3.6564,100.815,
646,House,Villa,Unfurnished,10,TRUE,Leasehold,Dryer,Bathtub,Balcony,,5441,FALSE,TRUE,4,4,1,2013,Downtown,Excellent,No,506979,3.3839,101.3,
647,House,Duplex,Unfurnished,5,FALSE,Leasehold,Air-conditioning,Oven/Micowave,Oven/Micowave,,1383,FALSE,TRUE,2,2,3,2014,Suburban,Good,No,975554,3.6131,101.114,
648,House,Studio,Unfurnished,6,FALSE,Freehold,Living Room Furniture,Water heater,Bathtub,,417,FALSE,TRUE,2,4,1,2022,Suburban,Poor,Yes,865037,2.9533,101.992,
649,House,Villa,Partial Furnished,4,FALSE,Freehold,Park/Greenery View,Park/Greenery View,Bathtub,,4428,FALSE,TRUE,2,1,3,2011,Downtown,Fair,Yes,886048,3.3021,101.439,
650,House,Bungalow,Fully Furnished,8,TRUE,Freehold,Dishwasher,Air-conditioning,Dishwasher,,3896,FALSE,TRUE,4,1,1,2014,Rural,Fair,Yes,497695,3.2528,100.858,
651,House,Duplex,Partial Furnished,5,FALSE,Freehold,Dryer,Park/Greenery View,Bathtub,,1537,TRUE,FALSE,1,4,1,2020,Urban,Poor,Yes,415863,3.2521,100.803,
652,House,Villa,Unfurnished,7,TRUE,Leasehold,Air-conditioning,Air-conditioning,Oven/Micowave,,5787,TRUE,FALSE,4,3,3,2016,Suburban,Poor,Yes,221955,3.0275,100.811,
653,House,Detached House,Unfurnished,7,FALSE,Leasehold,Dining Room Furniture,Air-conditioning,Balcony,,1958,FALSE,TRUE,2,4,1,2020,Urban,Poor,No,607343,3.4218,100.972,
654,House,Condominium,Partial Furnished,1,TRUE,Leasehold,Intercom,Dining Room Furniture,Dryer,,1730,TRUE,FALSE,5,2,2,2018,Rural,Good,No,774091,2.5999,101.32,
655,House,Duplex,Unfurnished,1,TRUE,Leasehold,Park/Greenery View,City View,Bathtub,,1236,TRUE,FALSE,3,3,2,2020,Rural,Fair,Yes,428824,3.5251,101.86,
656,House,Bungalow,Fully Furnished,4,FALSE,Leasehold,Dryer,Dishwasher,City View,,3526,TRUE,FALSE,4,2,1,2014,Suburban,Fair,No,319594,3.1832,101.519,
